Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
60613,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
60548,CONFIDENTIAL,----,----,Bronx,14,,,No,Non Prevailing Wage,0,0,1,1
60607,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
60610,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,1,1
60603,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
58863,Bronx Shepherds,1760,ANTHONY AVENUE,Bronx,15,40.84564124,-73.90360532,No,Non Prevailing Wage,0,2,9,9
58863,Bronx Shepherds,796,EAST 163 STREET,Bronx,17,40.82226353,-73.90243964,No,Non Prevailing Wage,0,5,16,16
58863,Bronx Shepherds,1590,EAST 172 STREET,Bronx,18,40.83136463,-73.87629292,No,Non Prevailing Wage,0,19,43,43
58863,Bronx Shepherds,344,EAST 176 STREET,Bronx,15,40.84761061,-73.90202656,No,Non Prevailing Wage,0,0,8,8
58863,Bronx Shepherds,1180,FOREST AVENUE,Bronx,17,40.82915468,-73.90145391,No,Non Prevailing Wage,0,5,32,32
58863,Bronx Shepherds,2017,GRAND AVENUE,Bronx,14,40.85360888,-73.91010761,No,Non Prevailing Wage,0,1,4,4
58863,Bronx Shepherds,942,LEGGETT AVENUE,Bronx,17,40.81568302,-73.90078021,No,Non Prevailing Wage,0,0,8,8
58863,Bronx Shepherds,1866,LORING PLACE SOUTH,Bronx,14,40.85339836,-73.91481433,No,Non Prevailing Wage,0,0,6,6
60294,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58863,Bronx Shepherds,1868,LORING PLACE SOUTH,Bronx,14,40.85346419,-73.91475641,No,Non Prevailing Wage,0,0,2,2
58863,Bronx Shepherds,1679,POPHAM AVENUE,Bronx,16,40.84979051,-73.92066733,No,Non Prevailing Wage,0,0,6,6
58863,Bronx Shepherds,1380,PROSPECT AVENUE,Bronx,16,40.83103044,-73.89647165,No,Non Prevailing Wage,0,4,15,15
58863,Bronx Shepherds,1382,PROSPECT AVENUE,Bronx,16,40.83115122,-73.8964823,No,Non Prevailing Wage,0,0,15,15
58863,Bronx Shepherds,1384,PROSPECT AVENUE,Bronx,16,40.831261,-73.89646767,No,Non Prevailing Wage,0,5,16,16
58863,Bronx Shepherds,970,TINTON AVENUE,Bronx,17,40.82328188,-73.9025068,No,Non Prevailing Wage,0,10,27,27
58863,Bronx Shepherds,1764,TOPPING AVENUE,Bronx,15,40.84586503,-73.90538688,No,Non Prevailing Wage,0,0,3,3
58863,Bronx Shepherds,925,UNION AVENUE,Bronx,17,40.82222497,-73.9022735,No,Non Prevailing Wage,0,0,22,22
58863,Bronx Shepherds,981,UNION AVENUE,Bronx,17,40.8231717,-73.90204448,No,Non Prevailing Wage,0,5,25,25
58863,Bronx Shepherds,445,EAST 171 STREET,Bronx,16,40.83813479,-73.9040065,No,Non Prevailing Wage,0,32,46,46
58863,Bronx Shepherds,1360,CLINTON AVENUE,Bronx,16,40.8327814,-73.89937791,No,Non Prevailing Wage,0,0,30,30
60601,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
60757,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,2,2
60443,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,3,3
58870,El Caribe Apartments,161,ALLEN STREET,Manhattan,1,40.72114427,-73.98981936,No,Non Prevailing Wage,0,0,13,13
58870,El Caribe Apartments,305,EAST HOUSTON STREET,Manhattan,2,40.72112434,-73.9836143,No,Non Prevailing Wage,0,1,4,4
58870,El Caribe Apartments,325,EAST HOUSTON STREET,Manhattan,2,40.72082778,-73.9827702,No,Non Prevailing Wage,0,5,17,17
58870,El Caribe Apartments,147,RIVINGTON STREET,Manhattan,1,40.71917586,-73.98586946,No,Non Prevailing Wage,0,2,7,7
58870,El Caribe Apartments,156,STANTON STREET,Manhattan,2,40.72057009,-73.98504303,No,Non Prevailing Wage,0,2,8,8
60287,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
60291,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,1,1,1
60761,Marseilles Apartments,2689,BROADWAY,Manhattan,6,40.79909129,-73.9691081,Yes,Non Prevailing Wage,0,134,135,135
60336,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,2,2,2
65118,ENCLAVE AT THE CATHEDRAL,400,WEST 113 STREET,Manhattan,7,40.80419143,-73.96143002,No,Non Prevailing Wage,0,0,87,430
60298,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
60300,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
48908,TBK905 - Bridge Street,342,14 STREET,Brooklyn,39,40.66440397,-73.98569363,No,Non Prevailing Wage,2,0,8,8
48908,TBK905 - Bridge Street,633,HANCOCK STREET,Brooklyn,36,40.68506546,-73.93002525,No,Non Prevailing Wage,0,0,6,6
48908,TBK905 - Bridge Street,248,MADISON STREET,Brooklyn,36,40.68468561,-73.9488362,No,Non Prevailing Wage,1,6,8,8
48908,TBK905 - Bridge Street,250,MADISON STREET,Brooklyn,36,40.68469654,-73.94873523,No,Non Prevailing Wage,4,0,8,8
48908,TBK905 - Bridge Street,941,PARK PLACE,Brooklyn,36,40.67348581,-73.94636814,No,Non Prevailing Wage,7,7,16,16
48908,TBK905 - Bridge Street,969,PUTNAM AVENUE,Brooklyn,41,40.68744575,-73.92235327,No,Non Prevailing Wage,6,0,8,8
48908,TBK905 - Bridge Street,915,ST MARKS AVENUE,Brooklyn,36,40.67496546,-73.94120084,No,Non Prevailing Wage,0,0,4,4
48908,TBK905 - Bridge Street,971,ST MARKS AVENUE,Brooklyn,36,40.67483819,-73.93926142,No,Non Prevailing Wage,6,0,8,8
48908,TBK905 - Bridge Street,973,ST MARKS AVENUE,Brooklyn,36,40.67483265,-73.93916408,No,Non Prevailing Wage,3,5,8,8
55238,JOHN PAUL II APARTMENTS,202,WEST 141 STREET,Manhattan,9,40.81911161,-73.94156122,No,Non Prevailing Wage,0,69,69,69
60303,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
60296,CONFIDENTIAL,----,----,Queens,19,,,No,Non Prevailing Wage,0,0,1,1
60463,CONFIDENTIAL,----,----,Bronx,14,,,No,Non Prevailing Wage,0,0,1,1
60270,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
60322,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
52701,YWCA OF BROOKLYN (LOAN II),30,3 AVENUE,Brooklyn,33,40.68574113,-73.98072764,No,Non Prevailing Wage,0,87,215,215
60080,Atlantic Plaza Towers,233,THOMAS BOYLAND STREET,Brooklyn,41,40.6755949,-73.91239167,Yes,Non Prevailing Wage,0,0,359,359
60080,Atlantic Plaza Towers,214,ROCKAWAY AVENUE,Brooklyn,41,40.6755949,-73.91239167,Yes,Non Prevailing Wage,0,0,359,359
60127,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
60128,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
60129,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
60126,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
61380,Rutland Road Houses,60,EAST 93 STREET,Brooklyn,41,40.66312525,-73.928055,No,Prevailing Wage,0,0,404,438
61376,435 East 13th Street Apartments,432,EAST 14 STREET,Manhattan,2,40.73023932,-73.98125959,No,Non Prevailing Wage,0,0,23,114
60314,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
60008,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,4,4
60060,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,3,3
60018,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
60125,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
60017,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,0,1,1
60312,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
60013,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
65089,1035 ANDERSON AVENUE,1035,ANDERSON AVENUE,Bronx,8,40.83314518,-73.92684126,No,Non Prevailing Wage,0,0,11,53
59988,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
60023,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
65081,BRONX LIVING LLC,1138,TELLER AVENUE,Bronx,16,40.83047545,-73.91235396,No,Non Prevailing Wage,0,0,8,40
59989,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,1,0,1,1
60123,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
65096,21-03 46 AVENUE APARTMENTS,21-03,46 AVENUE,Queens,26,40.74603327,-73.94773527,No,Non Prevailing Wage,0,0,2,8
60121,CONFIDENTIAL,----,----,Brooklyn,48,,,No,Non Prevailing Wage,0,0,1,1
59688,Riverton Square,2225,5 AVENUE,Manhattan,9,40.81340525,-73.93621236,Yes,Non Prevailing Wage,0,0,162,205
59688,Riverton Square,45,EAST 135 STREET,Manhattan,9,40.81253734,-73.93517639,Yes,Non Prevailing Wage,0,0,81,103
59688,Riverton Square,10,EAST 138 STREET,Manhattan,9,40.81340525,-73.93621236,Yes,Non Prevailing Wage,0,0,82,103
59688,Riverton Square,2255,FIFTH AVENUE,Manhattan,9,40.81340525,-73.93621236,Yes,Non Prevailing Wage,0,0,164,206
59688,Riverton Square,2156,MADISON AVENUE,Manhattan,9,40.81340525,-73.93621236,Yes,Non Prevailing Wage,0,0,160,201
59688,Riverton Square,2171,MADISON AVENUE,Manhattan,9,40.81253734,-73.93517639,Yes,Non Prevailing Wage,0,0,164,206
59688,Riverton Square,2190,MADISON AVENUE,Manhattan,9,40.81340525,-73.93621236,Yes,Non Prevailing Wage,0,0,163,206
65092,1770 MADISON AVENUE LLC,1770,MADISON AVENUE,Manhattan,9,40.80029823,-73.94500181,No,Non Prevailing Wage,0,0,7,32
49635,Habitat-NYC Single Family Homes Phase I,178-25,93 AVENUE,Queens,27,40.70741482,-73.78198354,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,201-10,99 AVENUE,Queens,27,40.71166618,-73.75846219,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,212-44,112 ROAD,Queens,27,40.70498709,-73.74277184,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,214-05,112 ROAD,Queens,27,40.70522629,-73.74172496,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,241-51,132 ROAD,Queens,31,40.67540957,-73.72970913,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,221-16,134 ROAD,Queens,31,40.67737009,-73.74818167,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,118-46,198 STREET,Queens,27,40.69158019,-73.75341802,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,104-29,219 STREET,Queens,27,40.71094106,-73.73574395,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,117-41,219 STREET,Queens,27,40.69416398,-73.74134589,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,137-35,220 PLACE,Queens,31,40.67381303,-73.75078713,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,131-25,224 STREET,Queens,31,40.68051976,-73.74384328,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,131-27,224 STREET,Queens,31,40.680443,-73.74388324,No,Non Prevailing Wage,0,0,1,1
49635,Habitat-NYC Single Family Homes Phase I,43,HARBOR ROAD,Staten Island,49,40.6358907,-74.15987905,No,Non Prevailing Wage,0,0,1,1
49445,TMN903 - Lemle & Wolff,31,WEST 129 STREET,Manhattan,9,40.80978791,-73.94179699,No,Non Prevailing Wage,0,18,18,18
49445,TMN903 - Lemle & Wolff,39,WEST 129 STREET,Manhattan,9,40.80991432,-73.94209671,No,Non Prevailing Wage,0,24,25,25
49445,TMN903 - Lemle & Wolff,43,WEST 129 STREET,Manhattan,9,40.80998302,-73.9422556,No,Non Prevailing Wage,0,0,25,25
49445,TMN903 - Lemle & Wolff,53,WEST 129 STREET,Manhattan,9,40.81011492,-73.94257338,No,Non Prevailing Wage,0,24,24,24
52758,CSH,2174,ATLANTIC AVENUE,Brooklyn,41,40.676236,-73.91448182,No,Non Prevailing Wage,0,0,18,18
52758,CSH,1638,BROADWAY,Brooklyn,41,40.68462914,-73.91396627,No,Non Prevailing Wage,0,0,2,2
52758,CSH,673,DECATUR STREET,Brooklyn,41,40.68365095,-73.91626067,No,Non Prevailing Wage,0,2,6,6
52758,CSH,675,DECATUR STREET,Brooklyn,41,40.68366186,-73.91616692,No,Non Prevailing Wage,0,2,6,6
52758,CSH,28,DUMONT AVENUE,Brooklyn,41,40.66243575,-73.91895098,No,Non Prevailing Wage,0,0,23,23
52758,CSH,1301,EAST NEW YORK AVENUE,Brooklyn,41,40.66881491,-73.91937219,No,Non Prevailing Wage,0,1,12,12
52758,CSH,1438,EASTERN PARKWAY EXTENSION,Brooklyn,41,40.668931,-73.92054,No,Non Prevailing Wage,0,1,16,16
52758,CSH,1480,EASTERN PARKWAY EXTENSION,Brooklyn,41,40.66937204,-73.91928861,No,Non Prevailing Wage,0,4,20,20
52758,CSH,1484,EASTERN PARKWAY EXTENSION,Brooklyn,41,40.66947624,-73.91914429,No,Non Prevailing Wage,0,0,12,12
52758,CSH,1517,EASTERN PARKWAY,Brooklyn,41,40.67059243,-73.91782356,No,Non Prevailing Wage,0,1,16,16
52758,CSH,174,GRAFTON STREET,Brooklyn,41,40.66390101,-73.9183148,No,Non Prevailing Wage,0,2,23,23
52758,CSH,893,THOMAS S BOYLAND STREET,Brooklyn,42,40.65851815,-73.91047503,No,Non Prevailing Wage,0,0,6,6
52758,CSH,908,THOMAS S BOYLAND STREET,Brooklyn,42,40.65815079,-73.91103777,No,Non Prevailing Wage,0,0,6,6
52758,CSH,545,HOWARD AVENUE,Brooklyn,41,40.66899627,-73.91966756,No,Non Prevailing Wage,0,0,16,16
52758,CSH,808,HOWARD AVENUE,Brooklyn,41,40.66207613,-73.91887572,No,Non Prevailing Wage,0,0,6,6
52758,CSH,854,MACON STREET,Brooklyn,41,40.68464752,-73.91656951,No,Non Prevailing Wage,0,0,2,2
52758,CSH,870,MACON STREET,Brooklyn,41,40.68471298,-73.91599613,No,Non Prevailing Wage,0,3,16,16
52758,CSH,744,MAC DONOUGH STREET,Brooklyn,41,40.68388186,-73.91674353,No,Non Prevailing Wage,0,0,6,6
52758,CSH,748,MAC DONOUGH STREET,Brooklyn,41,40.68390368,-73.91655962,No,Non Prevailing Wage,0,4,6,6
52758,CSH,752,MAC DONOUGH STREET,Brooklyn,41,40.6839255,-73.9163721,No,Non Prevailing Wage,0,0,6,6
52758,CSH,762,MAC DONOUGH STREET,Brooklyn,41,40.68397732,-73.91591052,No,Non Prevailing Wage,0,3,6,6
52758,CSH,764,MAC DONOUGH STREET,Brooklyn,41,40.68398823,-73.91581676,No,Non Prevailing Wage,0,3,6,6
52758,CSH,777,MAC DONOUGH STREET,Brooklyn,41,40.68450663,-73.91532575,No,Non Prevailing Wage,0,2,8,8
52758,CSH,783,MAC DONOUGH STREET,Brooklyn,41,40.68450646,-73.91509499,No,Non Prevailing Wage,0,1,3,3
52758,CSH,806,MAC DONOUGH STREET,Brooklyn,41,40.68418726,-73.9140029,No,Non Prevailing Wage,0,2,6,6
52758,CSH,812,MAC DONOUGH STREET,Brooklyn,41,40.68421725,-73.91373965,No,Non Prevailing Wage,0,1,6,6
52758,CSH,327,HOWARD AVENUE,Brooklyn,41,40.6762119,-73.91911089,No,Non Prevailing Wage,0,10,16,16
52758,CSH,1492,PARK PLACE,Brooklyn,36,40.67202912,-73.92773898,No,Non Prevailing Wage,0,1,22,22
52758,CSH,688,ROCKAWAY AVENUE,Brooklyn,41,40.66307636,-73.90935874,No,Non Prevailing Wage,0,2,16,16
52758,CSH,1748,STERLING PLACE,Brooklyn,41,40.67065216,-73.92080471,No,Non Prevailing Wage,0,0,8,8
52758,CSH,425,MARCUS GARVEY BOULEVARD,Brooklyn,36,40.68259133,-73.93766793,No,Non Prevailing Wage,0,3,6,6
52758,CSH,50,SUTTER AVENUE,Brooklyn,41,40.66535739,-73.92067042,No,Non Prevailing Wage,0,2,26,26
52758,CSH,116,TAPSCOTT STREET,Brooklyn,41,40.66491815,-73.9205592,No,Non Prevailing Wage,0,0,6,6
53077,"CLAYTON APARTMENTS, INC. 8-A LOAN",485,LENOX AVENUE,Manhattan,9,40.81385823,-73.94159474,No,Non Prevailing Wage,0,36,161,161
55026,Home Street Homes,1146,BRYANT AVENUE,Bronx,17,40.82755657,-73.88863604,No,Non Prevailing Wage,0,1,8,8
55026,Home Street Homes,1160,HOE AVENUE,Bronx,17,40.82775059,-73.89060862,No,Non Prevailing Wage,0,0,10,10
55026,Home Street Homes,1163,HOE AVENUE,Bronx,17,40.82782523,-73.89117219,No,Non Prevailing Wage,0,0,10,10
55026,Home Street Homes,905,HOME STREET,Bronx,17,40.82854972,-73.89400031,No,Non Prevailing Wage,0,2,8,8
55026,Home Street Homes,930,HOME STREET,Bronx,17,40.82825758,-73.89270356,No,Non Prevailing Wage,0,1,30,30
55026,Home Street Homes,936,HOME STREET,Bronx,17,40.82826838,-73.89250481,No,Non Prevailing Wage,0,4,25,25
55026,Home Street Homes,1208,SOUTHERN BOULEVARD,Bronx,17,40.82881367,-73.89153914,No,Non Prevailing Wage,0,5,18,18
57642,404 East 10 Street HDFC,404,EAST 10 STREET,Manhattan,2,40.72547369,-73.97718047,Yes,Non Prevailing Wage,0,0,11,11
59834,Kelly Towers,2380,PROSPECT AVENUE,Bronx,15,40.85318591,-73.88232875,No,Non Prevailing Wage,0,0,160,160
59834,Kelly Towers,2405,SOUTHERN BOULEVARD,Bronx,15,40.8537289,-73.88187594,No,Non Prevailing Wage,0,0,142,142
59836,Keith Plaza,2459,SOUTHERN BOULEVARD,Bronx,15,40.85563324,-73.88140624,No,Prevailing Wage,122,93,311,311
59915,CONFIDENTIAL,----,----,Brooklyn,36,,,No,Non Prevailing Wage,0,0,2,2
52467,Ford Bedford. 2848 Bainbridge Ave.Serviam Heights,321,EAST 198 STREET,Bronx,15,40.86849295,-73.88767805,No,Prevailing Wage,138,0,140,140
52467,Ford Bedford. 2848 Bainbridge Ave.Serviam Heights,2880,BAINBRIDGE AVENUE,Bronx,15,,,No,Prevailing Wage,57,0,57,57
53483,1 Flatbush Avenue,15,FLATBUSH AVENUE,Brooklyn,35,40.68831837,-73.98018241,No,Non Prevailing Wage,0,0,32,157
53580,530 EXTERIOR STREET (AKA E 149 ST A),530,EXTERIOR STREET,Bronx,8,40.81846567,-73.93002589,No,Non Prevailing Wage,32,0,157,157
59835,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
50638,Doe.1345 Rogers Ave,1355,ROGERS AVENUE,Brooklyn,45,40.63681193,-73.95059876,No,Prevailing Wage,115,0,123,123
50509,2605 Grand Concourse,2605,GRAND CONCOURSE,Bronx,14,40.86492426,-73.89584042,No,Non Prevailing Wage,0,0,94,94
59851,Essex Terrace,750,ESSEX STREET,Brooklyn,42,40.66479092,-73.87857715,No,Non Prevailing Wage,0,0,15,15
59851,Essex Terrace,2305,LINDEN BOULEVARD,Brooklyn,42,40.66479092,-73.87857715,No,Non Prevailing Wage,0,0,65,65
59851,Essex Terrace,827,LINWOOD STREET,Brooklyn,42,40.66479092,-73.87857715,No,Non Prevailing Wage,0,0,15,15
59851,Essex Terrace,918,HEGEMAN AVENUE,Brooklyn,42,40.66479092,-73.87857715,No,Non Prevailing Wage,0,0,9,9
50655,695 GRAND STREET,695,GRAND STREET,Brooklyn,34,40.71183782,-73.94500266,No,Non Prevailing Wage,16,13,51,51
52396,Tremont Renaissance,4215,PARK AVE,Bronx,15,40.84792185,-73.90009959,No,Non Prevailing Wage,0,0,256,256
54842,Webster Commons Building D,3620,WEBSTER AVENUE,Bronx,11,40.88180804,-73.86993198,No,Non Prevailing Wage,0,25,123,123
59857,Stuy Town Peter Cooper Village,240,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,134,134
59857,Stuy Town Peter Cooper Village,350,1 AVENUE,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,51,51
59857,Stuy Town Peter Cooper Village,271,AVENUE C,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,43,43
59857,Stuy Town Peter Cooper Village,277,AVENUE C,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,43,43
59857,Stuy Town Peter Cooper Village,281,AVENUE C,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,187,187
59857,Stuy Town Peter Cooper Village,309,AVENUE C,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,43,43
59857,Stuy Town Peter Cooper Village,315,AVENUE C,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,128,128
59857,Stuy Town Peter Cooper Village,435,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,86,86
59857,Stuy Town Peter Cooper Village,447,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,229,229
59857,Stuy Town Peter Cooper Village,505,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,79,79
59857,Stuy Town Peter Cooper Village,521,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,140,140
59857,Stuy Town Peter Cooper Village,535,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,80,80
59857,Stuy Town Peter Cooper Village,605,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,121,121
59857,Stuy Town Peter Cooper Village,635,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,128,128
59857,Stuy Town Peter Cooper Village,647,EAST 14 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,212,212
59857,Stuy Town Peter Cooper Village,430,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,79,79
59857,Stuy Town Peter Cooper Village,431,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,441,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,442,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,212,212
59857,Stuy Town Peter Cooper Village,510,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,80,80
59857,Stuy Town Peter Cooper Village,511,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,522,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,140,140
59857,Stuy Town Peter Cooper Village,530,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,80,80
59857,Stuy Town Peter Cooper Village,531,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,541,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,601,EAST 20 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,610,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,79,79
59857,Stuy Town Peter Cooper Village,622,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,170,170
59857,Stuy Town Peter Cooper Village,420,EAST 23 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,52,52
59857,Stuy Town Peter Cooper Village,440,EAST 23 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,510,EAST 23 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,530,EAST 23 STREET,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,270,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,43,43
59857,Stuy Town Peter Cooper Village,272,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,185,185
59857,Stuy Town Peter Cooper Village,280,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,39,39
59857,Stuy Town Peter Cooper Village,300,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,39,39
59857,Stuy Town Peter Cooper Village,310,1 AVENUE,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,40,40
59857,Stuy Town Peter Cooper Village,410,EAST 20 STREET,Manhattan,4,40.73172364,-73.97789636,Yes,Non Prevailing Wage,0,0,126,126
59857,Stuy Town Peter Cooper Village,360,1 AVENUE,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,52,52
59857,Stuy Town Peter Cooper Village,370,1 AVENUE,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,390,1 AVENUE,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,51,51
59857,Stuy Town Peter Cooper Village,2,PETER COOPER ROAD,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,52,52
59857,Stuy Town Peter Cooper Village,3,PETER COOPER ROAD,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
59857,Stuy Town Peter Cooper Village,4,PETER COOPER ROAD,Manhattan,4,40.73487443,-73.9769824,Yes,Non Prevailing Wage,0,0,53,53
