Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
63840,FULTON PARK,45,UTICA AVENUE,Brooklyn,36,40.67796703,-73.92928281,Yes,Non Prevailing Wage,0,18,18,18
63840,FULTON PARK,29,UTICA AVENUE,Brooklyn,36,40.67796703,-73.92928281,Yes,Non Prevailing Wage,0,6,6,6
63841,CLINTON-ARMS,2160,CLINTON AVENUE,Bronx,15,40.84929204,-73.88593212,Yes,Non Prevailing Wage,0,86,86,86
63842,MCKINLEY-MANOR,631,EAST 168 STREET,Bronx,16,40.82994862,-73.90229467,Yes,Non Prevailing Wage,0,60,60,60
63843,TRI-BLOCK,221,ASHLAND PLACE,Brooklyn,35,40.68852662,-73.97820996,Yes,Non Prevailing Wage,0,20,20,20
63843,TRI-BLOCK,36,FORT GREENE PLACE,Brooklyn,35,40.6887158,-73.97714978,Yes,Non Prevailing Wage,0,16,16,16
60994,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,3,3
63843,TRI-BLOCK,56,FORT GREENE PLACE,Brooklyn,35,40.68817784,-73.97719324,Yes,Non Prevailing Wage,0,16,16,16
63843,TRI-BLOCK,35,ST FELIX STREET,Brooklyn,35,40.6887158,-73.97714978,Yes,Non Prevailing Wage,0,16,16,16
63843,TRI-BLOCK,42,ST FELIX STREET,Brooklyn,35,40.68852662,-73.97820996,Yes,Non Prevailing Wage,0,12,12,12
63843,TRI-BLOCK,51,ST FELIX STREET,Brooklyn,35,40.68817784,-73.97719324,Yes,Non Prevailing Wage,0,16,16,16
63844,SUTTER-GARDENS,560,BELMONT AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,475,HENDRIX STREET,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,435,SCHENCK AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,520,BARBEY STREET,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,825,BLAKE AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,845,BLAKE AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,380,SCHENCK AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,440,SCHENCK AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,815,SUTTER AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,820,SUTTER AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,825,SUTTER AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,390,SCHENCK AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,570,BELMONT AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,400,SCHENCK AVENUE,Brooklyn,42,40.67102063,-73.88849006,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,830,SUTTER AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
53110,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
63844,SUTTER-GARDENS,485,HENDRIX STREET,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,835,BLAKE AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,495,HENDRIX STREET,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,6,6,6
63844,SUTTER-GARDENS,450,SCHENCK AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,460,SCHENCK AVENUE,Brooklyn,42,40.66962319,-73.88813192,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,855,BLAKE AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,445,SCHENCK AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,455,SCHENCK AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,840,SUTTER AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,850,SUTTER AVENUE,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,12,12,12
63844,SUTTER-GARDENS,530,BARBEY STREET,Brooklyn,42,40.66975679,-73.88721967,Yes,Non Prevailing Wage,0,6,6,6
65049,CONFIDENTIAL,----,----,Manhattan,9,,,No,Non Prevailing Wage,0,0,2,2
65057,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,2,2
65063,CONFIDENTIAL,----,----,Brooklyn,33,,,No,Non Prevailing Wage,0,0,2,2
47878,152 EAST 116TH STREET,152,EAST 116 STREET,Manhattan,8,40.79828739,-73.94155783,No,Non Prevailing Wage,0,0,9,9
65028,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
65040,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
60484,ALMA - 523 PROSPECT,523,PROSPECT PLACE,Brooklyn,35,40.67590913,-73.95894456,Yes,Non Prevailing Wage,0,0,83,83
60872,MHANY 2004 HDFC.HPOP.FY17,428,EAST 117 STREET,Manhattan,8,40.79597765,-73.93383815,Yes,Non Prevailing Wage,0,10,35,35
60872,MHANY 2004 HDFC.HPOP.FY17,446,EAST 117 STREET,Manhattan,8,40.79579899,-73.93341215,Yes,Non Prevailing Wage,0,7,16,16
60872,MHANY 2004 HDFC.HPOP.FY17,226,EAST 119 STREET,Manhattan,8,40.79918556,-73.93754431,Yes,Non Prevailing Wage,0,6,30,30
60872,MHANY 2004 HDFC.HPOP.FY17,234,EAST 119 STREET,Manhattan,8,40.79907838,-73.93729158,Yes,Non Prevailing Wage,0,5,30,30
63859,140-26 FRANKLIN AVENUE HPO FY17,140-26,FRANKLIN AVENUE,Queens,20,40.75581319,-73.82364821,Yes,Non Prevailing Wage,0,0,54,54
63885,ALMA - 545 PROSPECT PLACE,545,PROSPECT PLACE,Brooklyn,35,40.67568107,-73.95826333,Yes,Non Prevailing Wage,0,0,155,155
63887,ALMA - 565 PROSPECT PLACE,565,PROSPECT PLACE,Brooklyn,35,40.67575492,-73.95757109,Yes,Non Prevailing Wage,0,0,86,86
65079,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,2,2,2
62266,1130 SHEVA REALTY HDFC.HPO.FY17,1130,ANDERSON AVENUE,Bronx,16,40.83519955,-73.92463098,Yes,Non Prevailing Wage,1,6,43,43
62267,424 SHEVA REALTY HDFC.HPO.FY17,424,GRAND CONCOURSE,Bronx,17,40.81683659,-73.92765761,Yes,Non Prevailing Wage,0,8,28,28
62267,424 SHEVA REALTY HDFC.HPO.FY17,428,GRAND CONCOURSE,Bronx,17,40.8169683,-73.92759967,Yes,Non Prevailing Wage,0,7,28,28
62268,830 SHEVA REALTY HDFC.HPO.FY17,830,REV JAMES POLITE AVENUE,Bronx,17,40.8191203,-73.89864708,Yes,Non Prevailing Wage,0,7,71,71
62269,1240 SHEVA REALTY HDFC.HPO.FY17,1240,WALTON AVENUE,Bronx,16,40.83588975,-73.91843973,Yes,Non Prevailing Wage,0,26,157,157
62270,288 SHEVA REALTY HDFC.HPO.FY17,288,EAST 168 STREET,Bronx,16,40.8331821,-73.91282378,Yes,Non Prevailing Wage,0,5,28,28
62271,795 SHEVA REALTY HDFC.HPO.FY17,795,ST NICHOLAS AVENUE,Manhattan,9,40.82729717,-73.94317643,Yes,Non Prevailing Wage,0,6,57,57
60000,139-141 AVENUE D HDFC.YR15.FY2017,139,AVENUE D,Manhattan,2,40.72470209,-73.97562939,No,Non Prevailing Wage,0,0,45,45
63003,28-16 21ST STREET,28-16,21 STREET,Queens,22,40.77081558,-73.92748377,No,Non Prevailing Wage,0,0,10,50
65026,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
58885,MCGEE PLAZA HDFC.YR15.FY2017,877,BROOK AVENUE,Bronx,17,40.82280274,-73.91075623,No,Non Prevailing Wage,0,6,10,10
58885,MCGEE PLAZA HDFC.YR15.FY2017,885,BROOK AVENUE,Bronx,17,40.823069,-73.91078478,No,Non Prevailing Wage,0,6,7,7
58885,MCGEE PLAZA HDFC.YR15.FY2017,500,EAST 161 STREET,Bronx,17,40.823069,-73.91078478,No,Non Prevailing Wage,0,6,7,7
65056,MELROSE SITE D-1 (MICHELANGELO APARTMENTS),255,EAST 149 STREET,Bronx,17,40.81809662,-73.92372185,No,Non Prevailing Wage,0,0,492,492
60212,909 ATLANTIC AVENUE (BPL OFFSITE 2 OF 2),911,ATLANTIC AVENUE,Brooklyn,35,40.68107052,-73.96251436,No,Non Prevailing Wage,0,0,77,78
60213,1043 FULTON STREET (BPL OFFSITE 1 OF 2),1043,FULTON STREET,Brooklyn,35,40.68228564,-73.960098,No,Non Prevailing Wage,0,0,37,37
65027,CONFIDENTIAL,----,----,Bronx,11,,,No,Non Prevailing Wage,0,0,1,1
63358,MADISON COURT LIMITED PARTNERSHIP.HUDMF.FY17,26-49,96 STREET,Queens,21,40.76111464,-73.87253929,Yes,Non Prevailing Wage,38,13,69,69
65060,CONFIDENTIAL,----,----,Queens,26,,,No,Non Prevailing Wage,0,0,2,2
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,4702,4 AVENUE,Brooklyn,38,40.6482403,-74.01122899,Yes,Non Prevailing Wage,6,0,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5502,4 AVENUE,Brooklyn,38,40.64369438,-74.01591626,Yes,Non Prevailing Wage,3,0,3,3
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5609,4 AVENUE,Brooklyn,38,40.64268154,-74.01601691,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,4920,6 AVENUE,Brooklyn,38,40.64407671,-74.00820861,Yes,Non Prevailing Wage,13,1,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,4924,6 AVENUE,Brooklyn,38,40.64401084,-74.00827347,Yes,Non Prevailing Wage,6,1,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5203,6 AVENUE,Brooklyn,38,40.64237487,-74.00921013,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5207,6 AVENUE,Brooklyn,38,40.64226782,-74.00932182,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5211,6 AVENUE,Brooklyn,38,40.64216076,-74.00943351,Yes,Non Prevailing Wage,5,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5213,6 AVENUE,Brooklyn,38,40.64210586,-74.00949115,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5302,6 AVENUE,Brooklyn,38,40.64206462,-74.01028027,Yes,Non Prevailing Wage,18,2,25,25
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5305,6 AVENUE,Brooklyn,38,40.64174901,-74.009819,Yes,Non Prevailing Wage,25,3,32,32
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5314,6 AVENUE,Brooklyn,38,40.64185051,-74.01051085,Yes,Non Prevailing Wage,40,1,45,45
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5319,6 AVENUE,Brooklyn,38,40.64148274,-74.01010002,Yes,Non Prevailing Wage,14,0,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,438,49 STREET,Brooklyn,38,40.64618996,-74.01107009,Yes,Non Prevailing Wage,7,1,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,441,49 STREET,Brooklyn,38,40.64648369,-74.01063771,Yes,Non Prevailing Wage,15,0,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,558,50 STREET,Brooklyn,38,40.64405744,-74.00904461,Yes,Non Prevailing Wage,14,1,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,448,51 STREET,Brooklyn,38,40.64498215,-74.01208607,Yes,Non Prevailing Wage,5,2,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,523,51 STREET,Brooklyn,38,40.64433183,-74.01009324,Yes,Non Prevailing Wage,6,1,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,334,53 STREET,Brooklyn,38,40.64534951,-74.01571846,Yes,Non Prevailing Wage,9,1,12,12
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,224,54 STREET,Brooklyn,38,40.64633442,-74.01886099,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,213,55 STREET,Brooklyn,38,40.64620261,-74.01922851,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,217,55 STREET,Brooklyn,38,40.64616145,-74.01916003,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,370,55 STREET,Brooklyn,38,40.64379865,-74.01616131,Yes,Non Prevailing Wage,2,1,3,3
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,565,56 STREET,Brooklyn,38,40.64088969,-74.0119448,Yes,Non Prevailing Wage,5,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5205,6 AVENUE,Brooklyn,38,40.64231997,-74.00926778,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5301,6 AVENUE,Brooklyn,38,40.64174901,-74.009819,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,323,43 STREET,Brooklyn,38,40.65147927,-74.00984206,Yes,Non Prevailing Wage,13,1,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,440,49 STREET,Brooklyn,38,40.64618996,-74.01107009,Yes,Non Prevailing Wage,6,2,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,444,49 STREET,Brooklyn,38,40.64618996,-74.01107009,Yes,Non Prevailing Wage,15,0,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,218,54 STREET,Brooklyn,38,40.64633442,-74.01886099,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,220,54 STREET,Brooklyn,38,40.64633442,-74.01886099,Yes,Non Prevailing Wage,5,1,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,374,55 STREET,Brooklyn,38,40.64369438,-74.01591626,Yes,Non Prevailing Wage,1,2,3,3
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,364,55 STREET,Brooklyn,38,40.64379865,-74.01616131,Yes,Non Prevailing Wage,3,0,3,3
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,368,55 STREET,Brooklyn,38,40.64379865,-74.01616131,Yes,Non Prevailing Wage,3,0,3,3
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,5209,6 AVENUE,Brooklyn,38,40.64221292,-74.00937946,Yes,Non Prevailing Wage,6,0,6,6
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,4902,6 AVENUE,Brooklyn,38,40.64440337,-74.00786993,Yes,Non Prevailing Wage,5,1,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,517,49 STREET,Brooklyn,38,40.64555334,-74.00909886,Yes,Non Prevailing Wage,6,2,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,4906,6 AVENUE,Brooklyn,38,40.64433474,-74.00793839,Yes,Non Prevailing Wage,16,0,16,16
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,549,49 STREET,Brooklyn,38,40.64506209,-74.00828441,Yes,Non Prevailing Wage,8,0,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,317,43 STREET,Brooklyn,38,40.65147927,-74.00984206,Yes,Non Prevailing Wage,6,2,8,8
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,378,55 STREET,Brooklyn,38,40.64369438,-74.01591626,Yes,Non Prevailing Wage,2,1,3,3
58521,505 WEST 43RD STREET,505,WEST 43 STREET,Manhattan,3,40.76091333,-73.99546976,No,Non Prevailing Wage,0,0,9,123
58667,140 JOHNSON AVENUE,140,JOHNSON AVENUE,Brooklyn,34,40.70629019,-73.94404061,No,Non Prevailing Wage,0,0,22,23
61627,GIBBMANSIONHDFC.YR15.FY2017,218,GATES AVENUE,Brooklyn,35,40.68494472,-73.95838012,Yes,Non Prevailing Wage,11,3,14,14
61627,GIBBMANSIONHDFC.YR15.FY2017,17,MONROE STREET,Brooklyn,35,40.68494472,-73.95838012,Yes,Non Prevailing Wage,47,9,58,58
60740,LIGHTHOUSE POINT,35R,BAY STREET,Staten Island,49,,,No,Non Prevailing Wage,0,0,24,115
59382,AHI EZER APARTMENTS,1960,EAST 7 STREET,Brooklyn,47,40.60283953,-73.96533841,Yes,Non Prevailing Wage,0,0,39,39
59382,AHI EZER APARTMENTS,1965,EAST 7 STREET,Brooklyn,47,40.60289975,-73.9647802,Yes,Non Prevailing Wage,0,0,35,35
65104,26-27 2 STREET APARTMENTS,26-27,2 STREET,Queens,22,40.77591683,-73.93461991,No,Non Prevailing Wage,0,0,6,28
63356,BUSHWICK CEDAR PARTNERS LLC.HUDMF.FY17,761,BUSHWICK AVENUE,Brooklyn,34,40.69580232,-73.92891048,Yes,Non Prevailing Wage,57,7,70,70
65110,313 ST MARKS AVENUE,313,ST MARKS AVENUE,Brooklyn,35,40.6781151,-73.96472245,No,Non Prevailing Wage,0,0,15,75
64865,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64866,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64868,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
58621,TREE OF LIFE,89-48,164 STREET,Queens,24,40.70599504,-73.79657402,No,Non Prevailing Wage,0,17,174,174
65116,387 MANHATTAN AVENUE,387,MANHATTAN AVENUE,Brooklyn,34,40.7176631,-73.94689895,No,Non Prevailing Wage,0,0,3,12
49279,1402 YORK AVENUE,1402,YORK AVENUE,Manhattan,5,40.76833355,-73.95226295,No,Non Prevailing Wage,0,0,10,11
65072,785 DEKALB AVENUE,785,DEKALB AVENUE,Brooklyn,36,40.69236087,-73.94480957,No,Non Prevailing Wage,0,0,14,70
65074,866 EAST 178TH STREET,866,EAST 178 STREET,Bronx,17,40.84322493,-73.88461249,No,Non Prevailing Wage,0,0,9,45
65134,WATERMARK COURT,27-19,44 DRIVE,Queens,26,40.74679069,-73.94174376,No,Non Prevailing Wage,0,0,34,168
58671,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,179,THROOP AVENUE,Brooklyn,36,40.69852232,-73.94367207,No,Non Prevailing Wage,54,8,89,89
64859,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
65143,407 EAST 160TH STREET,407,EAST 160 STREET,Bronx,17,40.82367787,-73.91378288,No,Non Prevailing Wage,0,0,8,39
64858,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64855,CONFIDENTIAL,----,----,Queens,26,,,No,Non Prevailing Wage,0,0,1,1
64857,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64850,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
64652,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
63839,PENN SOUTH,315,8 AVENUE,Manhattan,3,40.7471485,-73.99796813,Yes,Non Prevailing Wage,29,36,151,186
63839,PENN SOUTH,363,8 AVENUE,Manhattan,3,40.74975601,-73.99810881,Yes,Non Prevailing Wage,27,24,139,186
63839,PENN SOUTH,350,WEST 24 STREET,Manhattan,3,40.74604787,-73.99967159,Yes,Non Prevailing Wage,21,23,145,186
60020,MORRIS II APARTMENTS,2980,PARK AVENUE,Bronx,17,,,No,Non Prevailing Wage,46,5,154,154
63839,PENN SOUTH,365,WEST 25 STREET,Manhattan,3,40.74782921,-73.99963188,Yes,Non Prevailing Wage,25,20,136,186
63839,PENN SOUTH,270,9 AVENUE,Manhattan,3,40.74846323,-73.99796809,Yes,Non Prevailing Wage,58,49,294,378
63839,PENN SOUTH,311,WEST 24 STREET,Manhattan,3,40.74672857,-73.99922768,Yes,Non Prevailing Wage,45,48,289,378
63839,PENN SOUTH,345,8 AVENUE,Manhattan,3,40.74846323,-73.99796809,Yes,Non Prevailing Wage,70,49,283,378
63839,PENN SOUTH,341,WEST 24 STREET,Manhattan,3,40.74672857,-73.99922768,Yes,Non Prevailing Wage,65,50,295,378
63839,PENN SOUTH,330,WEST 28 STREET,Manhattan,3,40.74846323,-73.99796809,Yes,Non Prevailing Wage,57,53,301,378
63839,PENN SOUTH,365,WEST 28 STREET,Manhattan,3,40.74975601,-73.99810881,Yes,Non Prevailing Wage,27,28,156,186
62303,NEW HULL STREET HDFC.YR15.FY17,1614,ST JOHNS PLACE,Brooklyn,41,40.669919,-73.92442122,Yes,Non Prevailing Wage,0,26,33,33
65103,1417 LONGFELLOW AVENUE,1417,LONGFELLOW AVENUE,Bronx,17,40.83006209,-73.88821991,No,Non Prevailing Wage,0,0,8,38
64654,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64667,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,3,3
64655,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
64653,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
65124,SAINT MARKS APARTMENTS,618,BUSHWICK AVENUE,Brooklyn,34,,,No,Non Prevailing Wage,0,0,20,99
63838,RAINBOW PLZ,575,EAST 140 STREET,Bronx,8,40.80803161,-73.91567071,Yes,Non Prevailing Wage,0,0,127,127
64453,CONFIDENTIAL,----,----,Brooklyn,41,,,No,Non Prevailing Wage,0,0,4,4
64650,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
64651,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
64649,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,1,1,1
64656,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
54520,COMPASS 5,1903,WEST FARMS ROAD,Bronx,17,40.83863288,-73.88175819,No,Non Prevailing Wage,65,0,218,218
60810,MLK PLAZA,869,EAST 147 STREET,Bronx,8,40.81053414,-73.90428112,No,Non Prevailing Wage,33,16,167,167
61405,THE GILBERT,1912,1 AVENUE,Manhattan,8,40.78431203,-73.94318423,No,Non Prevailing Wage,16,38,153,153
64646,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
63121,2211 THIRD AVENUE,2211,3 AVENUE,Manhattan,8,40.80076644,-73.93739474,No,Non Prevailing Wage,0,0,22,108
61902,810 FULTON STREET,810,FULTON STREET,Brooklyn,35,40.6834877,-73.96846217,No,Non Prevailing Wage,0,0,73,363
64396,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
65136,MONTROSE PARK LLC,73,MONTROSE AVENUE,Brooklyn,34,40.70723298,-73.94685677,No,Non Prevailing Wage,0,0,8,40
59637,VICTOR SANCHEZ HDFC.HRP.FY17,405,WEST 127 STREET,Manhattan,7,40.81306219,-73.95349527,No,Non Prevailing Wage,0,8,18,18
59637,VICTOR SANCHEZ HDFC.HRP.FY17,409,WEST 127 STREET,Manhattan,7,40.81315283,-73.95364694,No,Non Prevailing Wage,2,15,24,24
64407,CONFIDENTIAL,----,----,Brooklyn,39,,,No,Non Prevailing Wage,0,0,2,2
64394,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
64395,CONFIDENTIAL,----,----,Queens,19,,,No,Non Prevailing Wage,0,0,1,1
52735,HELP DUMONT LLC.YR15.FY17,330,HINSDALE STREET,Brooklyn,42,40.66630172,-73.89973359,No,Non Prevailing Wage,23,121,150,150
64393,CONFIDENTIAL,----,----,Brooklyn,44,,,No,Non Prevailing Wage,0,1,1,1
64384,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
64392,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
65102,1319 PROSPECT AVENUE,1319A,PROSPECT AVENUE,Bronx,17,40.82837252,-73.89838728,No,Non Prevailing Wage,0,0,3,14
64301,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,2,2
64391,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
59495,2700 JEROME AVENUE,2700,JEROME AVENUE,Bronx,14,40.86817722,-73.89638489,No,Non Prevailing Wage,40,0,136,136
65036,SAVANNA HALL,446,WEST 163 STREET,Manhattan,10,40.83600942,-73.9388577,No,Non Prevailing Wage,0,0,73,73
65086,100 BARROW STREET,100,BARROW STREET,Manhattan,3,40.73198901,-74.0074942,No,Non Prevailing Wage,0,0,7,33
64381,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
64379,CONFIDENTIAL,----,----,Bronx,14,,,No,Non Prevailing Wage,0,0,1,1
64377,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,1,1,1
64332,CONFIDENTIAL,----,----,Bronx,17,,,No,Non Prevailing Wage,0,0,1,1
60034,RENEWAL HDFC.GHPP.FY17,2621,BRIGGS AVENUE,Bronx,15,40.86491907,-73.8931578,No,Non Prevailing Wage,13,24,49,49
60034,RENEWAL HDFC.GHPP.FY17,62,EAST 190 STREET,Bronx,14,40.86285743,-73.89884073,No,Non Prevailing Wage,0,0,0,26
60034,RENEWAL HDFC.GHPP.FY17,353,EAST 193 STREET,Bronx,15,40.86352567,-73.89120053,No,Non Prevailing Wage,0,0,0,11
60034,RENEWAL HDFC.GHPP.FY17,364,EAST 197 STREET,Bronx,15,40.86585844,-73.88808743,No,Non Prevailing Wage,0,0,0,14
